frame_id,vehicle_id,lane,world_y,speed,action
570,4,1,12180,180,change_lane
600,4,1,12720,180,maintain
0,5,1,1200,170,maintain
30,5,1,1710,170,maintain
60,5,0,2220,150,change_lane
90,5,0,2670,150,maintain
120,5,0,3120,150,maintain
150,5,1,3570,170,change_lane
180,5,1,4080,170,maintain
210,5,2,4590,190,change_lane
240,5,2,5160,190,maintain
270,5,3,5730,210,change_lane
300,5,3,6360,210,maintain
330,5,2,6990,190,change_lane
360,5,2,7560,190,maintain
390,5,1,8130,170,change_lane
420,5,1,8640,170,maintain
450,5,0,9150,150,change_lane
480,5,0,9600,150,maintain
510,5,1,10050,170,change_lane
540,5,1,10560,170,maintain
570,5,2,11070,190,change_lane
600,5,2,11640,190,maintain
0,6,0,1500,190,maintain
30,6,0,2070,190,maintain
60,6,1,2640,210,change_lane
90,6,1,3270,210,maintain
120,6,2,3900,230,change_lane
150,6,2,4590,230,maintain
180,6,3,5280,250,change_lane
210,6,3,6030,250,maintain
240,6,2,6780,230,change_lane
270,6,2,7470,230,maintain
300,6,1,8160,210,change_lane
330,6,1,8790,210,maintain
360,6,0,9420,190,change_lane
390,6,0,9990,190,maintain
420,6,1,10560,210,change_lane
450,6,1,11190,210,maintain
480,6,2,11820,230,change_lane
510,6,2,12510,230,maintain
540,6,3,13200,250,change_lane
570,6,3,13950,250,maintain
600,6,2,14700,230,change_lane
0,7,2,1800,210,maintain
30,7,2,2430,210,maintain
60,7,1,3060,190,change_lane
90,7,1,3630,190,maintain
120,7,0,4200,170,change_lane
150,7,0,4710,170,maintain
180,7,1,5220,190,change_lane
210,7,1,5790,190,maintain
240,7,2,6360,210,change_lane
270,7,2,6990,210,maintain
300,7,3,7620,230,change_lane
330,7,3,8310,230,maintain
360,7,2,9000,210,change_lane
390,7,2,9630,210,maintain
420,7,1,10260,190,change_lane
450,7,1,10830,190,maintain
480,7,0,11400,170,change_lane
510,7,0,11910,170,maintain
540,7,1,12420,190,change_lane
570,7,1,12990,190,maintain
600,7,2,13560,210,change_lane
0,8,3,2100,240,maintain
30,8,3,2820,240,maintain
60,8,2,3540,220,change_lane
90,8,2,4200,220,maintain
120,8,1,4860,200,change_lane
150,8,1,5460,200,maintain
180,8,0,6060,180,change_lane
210,8,0,6600,180,maintain
240,8,1,7140,200,change_lane
270,8,1,7740,200,maintain
300,8,2,8340,220,change_lane
330,8,2,9000,220,maintain
360,8,3,9660,240,change_lane
390,8,3,10380,240,maintain
420,8,2,11100,220,change_lane
450,8,2,11760,220,maintain
480,8,1,12420,200,change_lane
510,8,1,13020,200,maintain
540,8,0,13620,180,change_lane
570,8,0,14160,180,maintain
600,8,1,14700,200,change_lane
0,9,1,2400,185,maintain
30,9,1,2955,185,maintain
60,9,0,3510,165,change_lane
90,9,0,4005,165,maintain
120,9,1,4500,185,change_lane
150,9,1,5055,185,maintain
180,9,2,5610,205,change_lane
210,9,2,6225,205,maintain
240,9,3,6840,225,change_lane
270,9,3,7515,225,maintain
300,9,2,8190,205,change_lane
330,9,2,8805,205,maintain
360,9,1,9420,185,change_lane
390,9,1,9975,185,maintain
420,9,0,10530,165,change_lane
450,9,0,11025,165,maintain
480,9,1,11520,185,change_lane
510,9,1,12075,185,maintain
540,9,2,12630,205,change_lane
570,9,2,13245,205,maintain
600,9,3,13860,225,change_lane
0,10,0,2700,195,maintain
30,10,0,3285,195,maintain
60,10,1,3870,215,change_lane
90,10,1,4515,215,maintain
120,10,2,5160,235,change_lane
150,10,2,5865,235,maintain
180,10,3,6570,255,change_lane
210,10,3,7335,255,maintain
240,10,2,8100,235,change_lane
270,10,2,8805,235,maintain
300,10,1,9510,215,change_lane
330,10,1,10155,215,maintain
360,10,0,10800,195,change_lane
390,10,0,11385,195,maintain
420,10,1,11970,215,change_lane
450,10,1,12615,215,maintain
480,10,2,13260,235,change_lane
510,10,2,13965,235,maintain
540,10,3,14670,255,change_lane
570,10,3,15435,255,maintain
600,10,2,16200,235,change_lane
0,11,2,3000,175,maintain
30,11,2,3525,175,maintain
60,11,1,4050,155,change_lane
90,11,1,4515,155,maintain
120,11,0,4980,135,change_lane
150,11,0,5385,135,maintain
180,11,1,5790,155,change_lane
210,11,1,6255,155,maintain
240,11,2,6720,175,change_lane
270,11,2,7245,175,maintain
300,11,3,7770,195,change_lane
330,11,3,8355,195,maintain
360,11,2,8940,175,change_lane
390,11,2,9465,175,maintain
420,11,1,9990,155,change_lane
450,11,1,10455,155,maintain
480,11,0,10920,135,change_lane
510,11,0,11325,135,maintain
540,11,1,11730,155,change_lane
570,11,1,12195,155,maintain
600,11,2,12660,175,change_lane
0,12,3,3300,225,maintain
30,12,3,3975,225,maintain
60,12,2,4650,205,change_lane
90,12,2,5265,205,maintain
120,12,1,5880,185,change_lane
150,12,1,6435,185,maintain
180,12,0,6990,165,change_lane
210,12,0,7485,165,maintain
240,12,1,7980,185,change_lane
270,12,1,8535,185,maintain
300,12,2,9090,205,change_lane
330,12,2,9705,205,maintain
360,12,3,10320,225,change_lane
390,12,3,10995,225,maintain
420,12,2,11670,205,change_lane
450,12,2,12285,205,maintain
480,12,1,12900,185,change_lane
510,12,1,13455,185,maintain
540,12,0,14010,165,change_lane
570,12,0,14505,165,maintain
600,12,1,15000,185,change_lane
0,13,1,3600,165,maintain
30,13,1,4095,165,maintain
60,13,0,4590,145,change_lane
90,13,0,5025,145,maintain
120,13,1,5460,165,change_lane
150,13,1,5955,165,maintain
180,13,2,6450,185,change_lane
210,13,2,7005,185,maintain
240,13,3,7560,205,change_lane
270,13,3,8175,205,maintain
300,13,2,8790,185,change_lane
330,13,2,9345,185,maintain
360,13,1,9900,165,change_lane
390,13,1,10395,165,maintain
420,13,0,10890,145,change_lane
450,13,0,11325,145,maintain
480,13,1,11760,165,change_lane
510,13,1,12255,165,maintain
540,13,2,12750,185,change_lane
570,13,2,13305,185,maintain
600,13,3,13860,205,change_lane
0,14,0,3900,180,maintain
30,14,0,4440,180,maintain
60,14,1,4980,200,change_lane
90,14,1,5580,200,maintain
120,14,2,6180,220,change_lane
150,14,2,6840,220,maintain
180,14,3,7500,240,change_lane
210,14,3,8220,240,maintain
240,14,2,8940,220,change_lane
270,14,2,9600,220,maintain
300,14,1,10260,200,change_lane
330,14,1,10860,200,maintain
360,14,0,11460,180,change_lane
390,14,0,12000,180,maintain
420,14,1,12540,200,change_lane
450,14,1,13140,200,maintain
480,14,2,13740,220,change_lane
510,14,2,14400,220,maintain
540,14,3,15060,240,change_lane
570,14,3,15780,240,maintain
600,14,2,16500,220,change_lane
0,15,2,4200,155,maintain
30,15,2,4665,155,maintain
60,15,1,5130,135,change_lane
90,15,1,5535,135,maintain
120,15,0,5940,115,change_lane
150,15,0,6285,115,maintain
180,15,1,6630,135,change_lane
210,15,1,7035,135,maintain
240,15,2,7440,155,change_lane
270,15,2,7905,155,maintain
300,15,3,8370,175,change_lane
330,15,3,8895,175,maintain
360,15,2,9420,155,change_lane
390,15,2,9885,155,maintain
420,15,1,10350,135,change_lane
450,15,1,10755,135,maintain
480,15,0,11160,115,change_lane
510,15,0,11505,115,maintain
540,15,1,11850,135,change_lane
570,15,1,12255,135,maintain
600,15,2,12660,155,change_lane
0,16,3,4500,215,maintain
30,16,3,5145,215,maintain
60,16,2,5790,195,change_lane
90,16,2,6375,195,maintain
120,16,1,6960,175,change_lane
150,16,1,7485,175,maintain
180,16,0,8010,155,change_lane
210,16,0,8475,155,maintain
240,16,1,8940,175,change_lane
270,16,1,9465,175,maintain
300,16,2,9990,195,change_lane
330,16,2,10575,195,maintain
360,16,3,11160,215,change_lane
390,16,3,11805,215,maintain
420,16,2,12450,195,change_lane
450,16,2,13035,195,maintain
480,16,1,13620,175,change_lane
510,16,1,14145,175,maintain
540,16,0,14670,155,change_lane
570,16,0,15135,155,maintain
600,16,1,15600,175,change_lane
0,17,1,4800,145,maintain
30,17,1,5235,145,maintain
60,17,0,5670,125,change_lane
90,17,0,6045,125,maintain
120,17,1,6420,145,change_lane
150,17,1,6855,145,maintain
180,17,2,7290,165,change_lane
210,17,2,7785,165,maintain
240,17,3,8280,185,change_lane
270,17,3,8835,185,maintain
300,17,2,9390,165,change_lane
330,17,2,9885,165,maintain
360,17,1,10380,145,change_lane
390,17,1,10815,145,maintain
420,17,0,11250,125,change_lane
450,17,0,11625,125,maintain
480,17,1,12000,145,change_lane
510,17,1,12435,145,maintain
540,17,2,12870,165,change_lane
570,17,2,13365,165,maintain
600,17,3,13860,185,change_lane
0,18,0,5100,170,maintain
30,18,0,5610,170,maintain
60,18,1,6120,190,change_lane
90,18,1,6690,190,maintain
120,18,2,7260,210,change_lane
150,18,2,7890,210,maintain
180,18,3,8520,230,change_lane
210,18,3,9210,230,maintain
240,18,2,9900,210,change_lane
270,18,2,10530,210,maintain
300,18,1,11160,190,change_lane
330,18,1,11730,190,maintain
360,18,0,12300,170,change_lane
390,18,0,12810,170,maintain
420,18,1,13320,190,change_lane
450,18,1,13890,190,maintain
480,18,2,14460,210,change_lane
510,18,2,15090,210,maintain
540,18,3,15720,230,change_lane
570,18,3,16410,230,maintain
600,18,2,17100,210,change_lane
0,19,2,5400,185,maintain
30,19,2,5955,185,maintain
60,19,1,6510,165,change_lane
90,19,1,7005,165,maintain
120,19,0,7500,145,change_lane
150,19,0,7935,145,maintain
180,19,1,8370,165,change_lane
210,19,1,8865,165,maintain
240,19,2,9360,185,change_lane
270,19,2,9915,185,maintain
300,19,3,10470,205,change_lane
330,19,3,11085,205,maintain
360,19,2,11700,185,change_lane
390,19,2,12255,185,maintain
420,19,1,12810,165,change_lane
450,19,1,13305,165,maintain
480,19,0,13800,145,change_lane
510,19,0,14235,145,maintain
540,19,1,14670,165,change_lane
570,19,1,15165,165,maintain
600,19,2,15660,185,change_lane
0,20,3,5700,205,maintain
30,20,3,6315,205,maintain
60,20,2,6930,185,change_lane
90,20,2,7485,185,maintain
120,20,1,8040,165,change_lane
150,20,1,8535,165,maintain
180,20,0,9030,145,change_lane
210,20,0,9465,145,maintain
240,20,1,9900,165,change_lane
270,20,1,10395,165,maintain
300,20,2,10890,185,change_lane
330,20,2,11445,185,maintain
360,20,3,12000,205,change_lane
390,20,3,12615,205,maintain
420,20,2,13230,185,change_lane
450,20,2,13785,185,maintain
480,20,1,14340,165,change_lane
510,20,1,14835,165,maintain
540,20,0,15330,145,change_lane
570,20,0,15765,145,maintain
600,20,1,16200,165,change_lane
0,21,1,6000,155,maintain
30,21,1,6465,155,maintain
60,21,0,6930,135,change_lane
90,21,0,7335,135,maintain
120,21,1,7740,155,change_lane
150,21,1,8205,155,maintain
180,21,2,8670,175,change_lane
210,21,2,9195,175,maintain
240,21,3,9720,195,change_lane
270,21,3,10305,195,maintain
300,21,2,10890,175,change_lane
330,21,2,11415,175,maintain
360,21,1,11940,155,change_lane
390,21,1,12405,155,maintain
420,21,0,12870,135,change_lane
450,21,0,13275,135,maintain
480,21,1,13680,155,change_lane
510,21,1,14145,155,maintain
540,21,2,14610,175,change_lane
570,21,2,15135,175,maintain
600,21,3,15660,195,change_lane
0,22,0,6300,175,maintain
30,22,0,6825,175,maintain
60,22,1,7350,195,change_lane
90,22,1,7935,195,maintain
120,22,2,8520,215,change_lane
150,22,2,9165,215,maintain
180,22,3,9810,235,change_lane
210,22,3,10515,235,maintain
240,22,2,11220,215,change_lane
270,22,2,11865,215,maintain
300,22,1,12510,195,change_lane
330,22,1,13095,195,maintain
360,22,0,13680,175,change_lane
390,22,0,14205,175,maintain
420,22,1,14730,195,change_lane
450,22,1,15315,195,maintain
480,22,2,15900,215,change_lane
510,22,2,16545,215,maintain
540,22,3,17190,235,change_lane
570,22,3,17895,235,maintain
600,22,2,18600,215,change_lane
0,23,2,6600,165,maintain
30,23,2,7095,165,maintain
60,23,1,7590,145,change_lane
90,23,1,8025,145,maintain
120,23,0,8460,125,change_lane
150,23,0,8835,125,maintain
180,23,1,9210,145,change_lane
210,23,1,9645,145,maintain
240,23,2,10080,165,change_lane
270,23,2,10575,165,maintain
300,23,3,11070,185,change_lane
330,23,3,11625,185,maintain
360,23,2,12180,165,change_lane
390,23,2,12675,165,maintain
420,23,1,13170,145,change_lane
450,23,1,13605,145,maintain
480,23,0,14040,125,change_lane
510,23,0,14415,125,maintain
540,23,1,14790,145,change_lane
570,23,1,15225,145,maintain
600,23,2,15660,165,change_lane
0,24,3,6900,195,maintain
30,24,3,7485,195,maintain
60,24,2,8070,175,change_lane
90,24,2,8595,175,maintain
120,24,1,9120,155,change_lane
150,24,1,9585,155,maintain
180,24,0,10050,135,change_lane
210,24,0,10455,135,maintain
240,24,1,10860,155,change_lane
270,24,1,11325,155,maintain
300,24,2,11790,175,change_lane
330,24,2,12315,175,maintain
360,24,3,12840,195,change_lane
390,24,3,13425,195,maintain
420,24,2,14010,175,change_lane
450,24,2,14535,175,maintain
480,24,1,15060,155,change_lane
510,24,1,15525,155,maintain
540,24,0,15990,135,change_lane
570,24,0,16395,135,maintain
600,24,1,16800,155,change_lane
